,Sentiment,Tweet
1599194,positive,off to see my tita next door for a bit of chit chat 
1599195,positive,@SemmiCone heyy Gurlie Welcome to Twitter 
1599196,positive,@NKOTB Can you please send DEWSOLDIERGIRL her confirmation so she can rejoin the community boards which she left of her own free will 
1599197,positive,@aari1994 hehehe... its fun though 
1599198,positive,@ashong thanks! it certainly is a relief. 
1599199,positive,http://twitpic.com/7ham4 - i know now what is that  haha X)
1599200,positive,@JulieNoob awww good luck Julie! looking forward to seeing him 
1599201,positive,is going Iranian again today on Twitter. Gotta love false flag operations.  They are very fun to do.
1599202,positive,@jeffomatica - Arlington AND BeerBQ at my place this weekend. 
1599203,positive,"Laker Parade tomorrow. Should I go and cause mayhem and destruction? Not really, I'd just boo a lot. "
1599204,positive,GOOD MORN1NG.............. Breakfast is screaming @ me right now. Then off to work for the rest of the day. Happy Tuesday 
1599205,positive,Hello world!!! will &amp; grace is on 
1599206,positive,"@Spidernix pah, competition judges - never trust 'em "
1599207,positive,Good morning  I'm happy I didn't have finals today; I'm tired.
1599208,positive,Nariz pooped outside today friends!!! First time in two weeks (he'd been going in his crate til this morning) Great progress!! 
1599209,positive,its finally sunny outside!! shower. walk. cleaning. then who knows what.... oh and 50th update 
1599210,positive,@andalinc How's the weather been down there? Anything to scare you yet? 
1599211,positive,Hello EVERYONE!!!! Doggies included  I have not tweeted in about 5 days!! weird..
1599212,positive,"@madisonfaith93 Maddie, I found you. "
1599213,positive,"@gagova75 @QueenM81  after this break, it's time for me to go back to work. BBS &lt;3 Have fun"
1599214,positive,@yunkiflower eat quesadillas! i did! 
1599215,positive,Had to take wife to ER this morning...really sick. Fine now. Fun way to start our 8th anniversary! 
1599216,positive,@wolfpack40 but I figure I can still be happy if she does... right??  
1599217,positive,nytie twttiepies don't think i can't hold it any longer so sleepy! maybe tom i'll get lucky!  lol.
1599218,positive,@xLiLStArAnGeLx Umm...yea i shall bbm you about this fantastic venture... but yes it is true! 
1599219,positive,"@bizziemommy I love your blog header, great minds think alike "
1599220,positive,@Hjoorth I just searced for Lines Vines and Trying Times 
1599221,positive,@irishspy His mistake makes a great joke punchline. 
1599222,positive,@savvybride just voted for you. You are in the lead right now!!  
1599223,positive,@ValCatherine: Have fun. 
1599224,positive,figuring this out.. I am new here.. 
1599225,positive,@maryse0uellet hi maryse I'd love your autograph  do wwe have a special address for them?
1599226,positive,goingg out in while with some somee cool kids who decided to skip school todayy cough@methuenx6cough. 
1599227,positive,@Safrin thanks! You are very kind.  I had a wonderful time
1599228,positive,"I'm new to Twitter! ;-) Glad to see so many fluff-friends here! Yay! Koali is happy to see that, too  OK, back to work..."
1599229,positive,@tanyaryno No. (Anonymous)  
1599230,positive,http://twitpic.com/7jntt - Trying to get my tv to work. 
1599231,positive,@phdinparenting It was a great post! 
1599232,positive,Happy Birthday to @NattFodd! Hope it's a good one! 
1599233,positive,Good morning. 
1599234,positive,@mileycyrus  well  hello miley  hows life as a big star dont you get sick of all  the paps ???  message me back ))
1599235,positive,http://twitpic.com/7jnz8 - Sepp Blatter was here at the SABC on an official visit! Thats as close as I could get 
1599236,positive,The sad thing is I've been nude this entire time while I've been chatting this morning. I need to at least put on pantiessssss 
1599237,positive,@LivviFranc ehhh..sup livvi!!!!!!!!...how u been hun?? 
1599238,positive,@johnwlittle ~LMAO! I'll sip to that!  
1599239,positive,is going to lay out by the pool 
1599240,positive,"@DVDsnapshot Just off home now, but will pick it up AM. Cheers "
1599241,positive,@ModernLV I love IKEA!  I still go to SoCal to shop but wait for them to deliver items to me in LV.  
1599242,positive,Dinner at subway with peizhi and happily went for meeting as I felt satisfaction with something to submit... 
1599243,positive,@jralph Get well soon. Canadian history needs you. 
1599244,positive,PM's suck! On the other hand I have to call my cl workers to talk to them. I seldom call.  
1599245,positive,@JCDoughboy Hey wats good my dude..!!!! 
1599246,positive,@alliack Awww Congrats! 
1599247,positive,seven daaaysss! yaay  @sandbarmark @jestdempsey @philknudson
1599248,positive,@BrentCorrigan00 love the zit cream pic! 
1599249,positive,Sitting outside enjoying the SUN!! 
1599250,positive,"@stephenofficial Coming to see you 2nite in Birmingham - can't wait, time is going so slow, see you later!! "
1599251,positive,@a_m_n  Ok i joined this is TOTALLY pointless but im shocked to find you made an actual update after you're rant on the pointlessness!! 
1599252,positive,"@JRivait a ha ha, well Ii'm sure @ChristinaBV could at least take on a 10-year-old.........well, at SCENE IT at least "
1599253,positive,"@ChristopherKohn http://twitpic.com/7elrh - oh, it is so cute...really "
1599254,positive,meet me at the mall. 
1599255,positive,@ddlovato i just voted for you and i've drawn a picture of you. its not that good but i keep up drawing 
1599256,positive,"@hebiflux haha, sorry about that, just poking fun "
1599257,positive,"@DennisCalero That was about the direct # question, BTW. "
1599258,positive,"@remixoverdrive oh it did.  it was good, i agree, it certainly wasn't life changing."
1599259,positive,@DanitaArt Happy birthday!!! have a great day 
1599260,positive,One thing good about Recessions is they all END! 
1599261,positive,"@doughnutdiary I'm tickled #FFC0CB to hear you say that. Even though this is twitter, and I didn't actually hear you.  "
1599262,positive,Audio: 03xyou: -from 03xyou.tumblr.com  http://tumblr.com/xo922760s
1599263,positive,"@TANGG GT was a good movie...although I spent the first half saying, &quot;WTF?&quot;?! Enjoy! "
1599264,positive,"Speed/agility class, road trip!!!! Michigan with the besties/crew!! "
1599265,positive,@karineb22 yeah!!! have a great summer break! 
1599266,positive,@spunkransomed3 Woo hoo we can be triplets! Ooh no I havent whose the author? I need new books! 
1599267,positive,got back from my physical  lots of stuff to do around the house today...
1599268,positive,@djcapone ur welcome 
1599269,positive,"woke up this morning with Texas on my mind. Very ready to be in New Braunfels floating the river with the sun, a beer &amp; my best friends. "
1599270,positive,"@sushigurl If you're looking for something to do, you can make sales calls for my business! "
1599271,positive,Shopping with Lach 
1599272,positive,"I sent that text message to @kiannaa that made her laugh, just to let everyone know! hahaha "
1599273,positive,@cartertwinsjosh http://twitpic.com/7fbtd - I saw you two night ago walking up the stairs from LP field! You walked right past me   A ...
1599274,positive,@TheJulianna Lol...thank you very much  I always find new unknown videos ;)
1599275,positive,"@Alura_Melenko oh, haha. No ma'am. I was talking about my situation... Lol "
1599276,positive,is discovering Bali. long time no visit  happy holiday people!
1599277,positive,@kurtkaoss cool they have freightliners hope it still has a big engine 
1599278,positive,Good morning sunshine 
1599279,positive,@goblue4ever good job chickadee! 
1599280,positive,@PerezHilton Hey you need to follow the Gerard Way + Lyn-z Baby stuff  pleaaase?
1599281,positive,Friend over  My god! 300th Update!!
1599282,positive,@james_a_hart Ok yeah I can see that. with Shift+Middleclick to duplicate.. However it'll do for now 
1599283,positive,@dametokillfor Definitely shouldn't be ashamed! 
1599284,positive,@ultra_balexbot haha good to know! I'll  close it when I go check on the plants  thanks for the heads up!
1599285,positive,"82 followers, thats cool  cheers for watching me tweet lol, tell your friends to follow me too, i want 100 followers "
1599286,positive,@BryanBoudreaux Which of those 100 are really useful/quality apps? Just askin' for some advice 
1599287,positive,@CarlitoStaxx lol oh I thought u were serious too smh.. what's up babes 
1599288,positive,i'm new to twitter 
1599289,positive,Will be baking my butt of this week 2 catch up w/the BBA'ers! Darn summer parties have me falling behind! 
1599290,positive,@seblefebvre glad to hear that 
1599291,positive,"On tap for the rest of today: Prokofiev, Mozart, and some Karg-Elert. "
1599292,positive,@yvettenicole Awesome!  I'm so excited! We have a LONG overdue Re-do outting after that HipHop weekend hahaha..
1599293,positive,@abhijeetsingh07 Simple! I was not using my laptop... 
1599294,positive,Finally home now and not planning on leavin till I have to!  
1599295,positive,is off to lesson then ortho appt.  Dreading tomorrow...
1599296,positive,Just treated myself to a very comfy looking red 'Phonics hoody 
1599297,positive,"english exam went okay        revising for french, r.e and geography now, urrff "
1599298,positive,@ChuckItMonday HELLYEAH! 
1599299,positive,Hey @pcmagradio were back   (PCMag Radio live &gt; http://ustre.am/2EGU)
1599300,positive,Going to bed at 10:30pm during the week is sooooo 5th grade and it is so amazing 
1599301,positive,@MCHammer The show was great! I love that my 8yr old daughter can watch it  Good TV
1599302,positive,off for some shopping. I  think i will stop eating meat too. sounds interesting  tweet you all later
1599303,positive,"@jackiola Whoa, awesome!  You're going to be great!"
1599304,positive,"@RogtheDodge79 Tweet soon Rog, nice to hear from you "
1599305,positive,Watching Hannah Montana 
1599306,positive,thank god for @minimcbooom and the dashboard on mac comps 
1599307,positive,today's leaders meeting ended early.Reached home before 11pm.MIRACLE!! hope this can happen every single time 
1599308,positive,@Drac0Linux  How are you this fine Tuesday? Have you grabbed your $20 SSL certificate yet? Hmmm? 
1599309,positive,"I'm so excited. I've finally gotten my first student, though it's not confirmed yet, but I don't care. "
1599310,positive,Good Morning. You really do make a difference.  Take a chance on your inspired loving actions you've held back on.  
1599311,positive,"@teleken The only thing I launch IE8 for is to check my work e-mail from home. They use Exchange Server. Other than that, it's dormant. "
1599312,positive,@vulcansmuse lol That would be the best! 
1599313,positive,"Guy on the streets of Balt playing his trumpet,liked it when he missed the high notes but kept up the act straining,leaning into the note "
1599314,positive,Taylor swift is AMAZING  Workkkk sooon bleehhh... Apparently Webster is at my old highschool .. sweet deal?
1599315,positive,jonasbrotherss&lt;3 im sitting around doing chores &amp; watching tv 
1599316,positive,@whowatcheswho it won't be as good as drag me to hell but enjoy  x
1599317,positive,waking up to tom waits singing i want you to me 
1599318,positive,@ShanePike Why no posts in so long? We're missing your sage advice 
1599319,positive,@theclockworkbox: thx for the ff on twitter  â« http://blip.fm/~8blqi
1599320,positive,@acousticMike maybe they can't drive 55? Buhahaha lamest joke ever. 
1599321,positive,My 2 favorite things. Fuzzball and Father's Day  http://tinyurl.com/dhpol7
1599322,positive,I lovee Twitter. And Twitter loves mee!  Can't say the same for Adam Lambert....XD
1599323,positive,Pretty teal suede journal with cherry blosssoms inside  http://bit.ly/1EpUVP
1599324,positive,Live on the inside!! Yay!!! 
1599325,positive,GOOD MORNING!! 
1599326,positive,@mattceni yeh - I still have a little scoop thumb left 
1599327,positive,Getting offline! Take care everyone. 
1599328,positive,@Silversea23 like a guy in a suit 
1599329,positive,"@samanthapotion OMGosh, no. Good thing they're cute and cuddly. "
1599330,positive,Is getting closer and closer to cai... And more and more nervous/excited!! 
1599331,positive,@jessemccartney http://twitpic.com/7fhzs - I must say.. I think you have a pretty fair shot against Mr. T-Rex... 
1599332,positive,#iremember when i cooked eggs this morning  www.emerico.com
1599333,positive,@pink_tee beach time!..lol i will talk to you later if you are going to church..love you girly 
1599334,positive,everyone who went to @jonasbrothers concert last night I HATE YOU &lt;3 expecially eve! 
1599335,positive,"@StineLarsen Aww, nice  what's that? &lt;3"
1599336,positive,"@maryzlane that sucks. :/ i guess you have to be a little &quot;electric&quot; the whole day, then, you will be tired at night and able to sleep. "
1599337,positive,Good morning!!  
1599338,positive,@xx_niteowl_xx Watchmen references follow me in real it seems. 
1599339,positive,"@monolithfest So, I got my tix at 9:17am MST. Even EARLIER than 10:00am. Was that supposed to happen?  PSYCHED!"
1599340,positive,So here it is. Electric shock torture test day. I will let you know how much I hated it when it's over! 
1599341,positive,"WAY OUT THERE on Proton radio , playing now. Dont forget to tune in  http://bit.ly/rXkrK"
1599342,positive,@laname great  Where are you from ?
1599343,positive,And the profile pic has changed....I'll be looking 4 another scoop of sexy when your ADHD kicks in  Good morning @GeezusHaberdash
1599344,positive,@eleanorc  That'll be fine. 6 sounds good. Thank you! (really really appreciate it  )
1599345,positive,"@jtackabury Cool  Even just knowing it's coming at some point is nice. Once that's available, i don't think I'll have any more nitpicks :v"
1599346,positive,waited and waited and nothing...not surprising.  Signing legal documents today to officially change my name to Laquiesha 
1599347,positive,@peanut819 oh okay i see. i know you need enough money. yeah i got some pics. that pics are really nice. thanks a lot *Mai  im so glad.
1599348,positive,Thx everyone! You all are the best! 
1599349,positive,"lovesss the sun  topped up the tan, more cheeky tan lines  !!"
1599350,positive,@jonrussell lol I get that a lot. It stands for Quality Management Representative ka. 
1599351,positive,@apreezyl http://www.youtube.com/user/TheGameFanatic it's so goooood! :') @ROWELYNNE hahahha its true! glad i could make you laugh 
1599352,positive,Im busy. Drooling. Over this video. ;)  but yeahh it does work captain!  @lostducky0013
1599353,positive,Im busy. Drooling. Over this video. ;)  but yeahh it does work captain!  @lostducky0013
1599354,positive,"@markREED3 Awh, cool! "
1599355,positive,@jonasbrothers - mr. president is a geeee . im off to take my history regents. wish me luck and ill love you forever 
1599356,positive,@Farcical Ah...  Book!  I'll watch Bogey's and let you know how it is!  
1599357,positive,"@Donnette thanks! yeah like I mentioned, was fun  How is your day looking?"
1599358,positive,Now Piglet's Dead. 
1599359,positive,- had a great time with some of the best people last night/2day 
1599360,positive,@dajbelshaw you'll be just round the corner from me!  Ok a Big Corner then 
1599361,positive,@LorelieBrown Congrats on the safe return 
1599362,positive,"@MeiTingT Haha, its just for fun, started recently only thou "
1599363,positive,"I just found 2 cinema tickets from 06 and 07. Don't know why I still have them, but they brought back so many memories "
1599364,positive,"@Rogcar3 Don't look now, but I think your hole punch is puttin the moves on your Dew. "
1599365,positive,@JbigzDaFuture don't be sad  I'll hit you when we get settled.
1599366,positive,half an hour 2 go and im done yes im gone 4 a day den bacck 2 work but im done 
1599367,positive,"@klept0 I'm doing well, just got home from work. Last night tonight before I'm off  How was your night?"
1599368,positive,@esoterismo You're very welcome 
1599369,positive,"@jakolas95 KEHKEHKEHKEH. MMMMM, COFFEE. they were handing out leaflets for the wombats @ skl today, if we go do u mind if luce comes 2? "
1599370,positive,@edibledarling  hey you 
1599371,positive,"I think I might sew a dress today. No pattern, because THAT is how I roll. "
1599372,positive,BTW good music  These guys ROCKS http://is.gd/13wC0
1599373,positive,wants to go running with niels 
1599374,positive,"doggy likes to play with the vacuum cleaner, don't know why but apparently it's his favorite toy, he goes completly nuts when it's on "
1599375,positive,@crazyjack24 Was denn? Sims 3? 
1599376,positive,cedar point with my biffs 
1599377,positive,Double decker buses are wonderful! 
1599378,positive,19 days! plans got changed not at my dads for the week. i get to see my grandma this weekend 
1599379,positive,Watching toy story with Nate  he sure does have great taste when it comes to movies...josh might have some competition ;)
1599380,positive,On the phone with the Amazing @windycitysocial Hope Bertram! This replaces my morning coffee  Back in a few...
1599381,positive,@HollyYM Congratulations and well done!  x
1599382,positive,@Jeffrey_Donovan have a great vacation 
1599383,positive,thank god that there is a language called English so we can talk with each other  i have to go to sleep now.it is really late : P. SEE U
1599384,positive,"finally finished typing!!!! Woohoooo  , still need to add graphs though "
1599385,positive,Shower Power 
1599386,positive,chillaxin  and not really liking the extremely hot weather... is it really necessary for it to be 100 degrees in june? i think not.... lol
1599387,positive,Dad will be fitted with his new leg soon. He ordered one without varicose veins (only my dad). 
1599388,positive,@TonyArmy Welcome back! 
1599389,positive,@SmplyComplcated  I just had a luna bar  
1599390,positive,is Mompreneur. Just updated the page again. Invite you to join Blogging Moms  http://mompreneurasia.com/blogging-moms/
1599391,positive,Not a problem @rafaelladm  Thanks â« http://blip.fm/~8bluq
1599392,positive,finished school for the rest of my life. summer has now started 
1599393,positive,I was very surprised after stepping on the scale this morning....  Trying to keep it up!
1599394,positive,Eating watching My Bloody Valentine 
1599395,positive,"@JFierce people like that clown just make it easier for the moral arc to bend towards justice. See you tonight, lovely "
1599396,positive,@gman75   oh my...are you saying that you don't accomplish things on your to-do list?  That's not true - you accomplish things 
1599397,positive,"@kb5fls gee, that's informative "
1599398,positive,Hello @RScaldwell. Welcome to Twitter. I see you work at @Leamore_Primary. You're a very social media savvy lot down there 
1599399,positive,Good morning! Movie night at Jim's house last night was fun. About 2 eat lunch then go 2 the bank &amp; maybe Wal-Mart! Later: plans w/Sara! 
1599400,positive,@boybandjunkie he gives good ones  @ebassman
1599401,positive,"I'm using @MrTweet to recommend one person per day. If you feel recommend-y, check it out. "
1599402,positive,last day of pre-production for the new shit 
1599403,positive,@laaacla Thanks but i had to get an up to date one. 
1599404,positive,@MmeShahSG Sure thing! 
1599405,positive,"@ipdinata maybe to make it clearer for him, u should speak in the purest form of indonesian. it might be hard for him to understand u noe "
1599406,positive,Attn @kcmpls @MSPdude @nimbleboy I have a friend looking for 2 RtG tickets. First to DM me gets the info 
1599407,positive,"Playing with ideas for the brochure. I love my watermark  So far, so good."
1599408,positive,thanks to everyone that sent me best wishes for our anniversary today 
1599409,positive,"&quot;Wow, What A Tight Fit&quot; Lmao, Shutup. "
1599410,positive,@Evitchka Haven't been too well. Appreciate the concern. 
1599411,positive,Welcome on board new followers! Appreciate your following  See the world largest trimaran http://tinyurl.com/n47sso
1599412,positive,"@delisiaraceli &gt; Yes, I went back and got the Margarita Pizza &amp; Italian Sausage with onions ... both pizzas $12 made before my eyes "
1599413,positive,"@DonnieWahlberg We will totally hold ya'll to that Donnie   Keep it goin' for us!  If you take a break, just be sure to COME BACK! LUV YA"
1599414,positive,@Foxy_HotSawce Thanks Foxy for the Love!  Ur the best mami!
1599415,positive,@CoCreatorRadio  My pleasure 
1599416,positive,Butterfly Fly Awayyyy  .... Hannah Montana Movie Was AWESOMEEE!  i'm hungry noww :-| ...
1599417,positive,"@brendanlover11 I really love &quot;Starlight&quot;, but a lot of their stuff is amazing. "
1599418,positive,"@autumnbriars  Not really, but not real far either (but this is me talking) It's about 4 1/2 miles away.  "
1599419,positive,I'm back.  ooh it was so cool again. 
1599420,positive,@DandelionAS hahah! the first part actually comes from the word 'ASSUME' ass-u-me. kehhehehehe 
1599421,positive,I'm so excited for today! I get to see courtney...my bible study starts and afw starts  i've missed my girls!
1599422,positive,buenos dias! getting ready to go to the gym with er-n 
1599423,positive,Exploring the world of Twitter   Listening to the radio... &quot;Evacuate the dancefloor&quot;   yeah...
1599424,positive,http://twitpic.com/7joaj - i'm well proud of this picturee 
1599425,positive,"@LoobyGooby Sorry I've been away (moving my office crosstown). I'm back now, though, and raring to go! "
1599426,positive,"#DMdays Ivanka Trump, love what you do and love the challenges - that's why I do email "
1599427,positive,getting both nails done  hellloooo summmmer !
1599428,positive,"in Jersey, w/ fam. breakfast is almost ready "
1599429,positive,In from work......I've got uk v usa ultimate fighter taped so I'm gonna chill out and watch that 
1599430,positive,"@marieforleo Thanks! And, you're welcome! "
1599431,positive,@aelphabawest  Aha!   Thanks for satisfying my curiosity.  What's your favorite sorbet flavor?
1599432,positive,#charitytuesday @comfortdoll 1.take pic of band with comfort doll  2.auction pic on ebay 3.send proceeds to World Vision 4.no brainer 
1599433,positive,Thanks for all these great suggestions!!! Makes me really appreciate twitter a lot more than I ever thought I would!!! 
1599434,positive,@xomollydollyxo Exactly! 
1599435,positive,@GomezSelly have an great time!  YOU ROCK!!!! 
1599436,positive,is Mompreneur. Any moms in biz? come join the Featured Mompreneur! Invitation here - http://tinyurl.com/l284h8 
1599437,positive,Online pitching by @ivanainc! see @bonafidebinky for #BrainyDay concept! EXCITED! 
1599438,positive,@HollyYM thanks chick  Only one more year to go for me now yay!  are you going to the garnier event? xxx
1599439,positive,"@fanafatin see, @misschimichanga tweet u to join us!! u really cant?  so if thurs, when &amp; where? "
1599440,positive,so sleepy... maybe i should sleep?! 
1599441,positive,"Hiiiiiiii, i'm done with updating my Itunes. Hope it doesn't go haywire again. "
1599442,positive,"@rosieandtheband LoL, you are kidding me huh? "
1599443,positive,@shermanhardy I won't say 
1599444,positive,@RenBlink182 i hope we get to see the sats on friday 
1599445,positive,"Wireless access has been installed in the Baldwin Observatory...too bad it may never be used.  Luckily, it can help with outdoor coverage "
1599446,positive,@elwoood Haha that picture is my favourite one of yours 
1599447,positive,"@sparkofpeace ther are indeed  i love west coast friendship &lt;3, you? x"
1599448,positive,"@fbz Alright, alright, I'll come and visit "
1599449,positive,Good morning! 
1599450,positive,What up? What's good? What's hapnin? 
1599451,positive,"Saskatchewan and sarcasm on Corner Gas â authentic Sask, kinda. You gotta watch.  #traveltuesday http://bit.ly/3HIzkA"
1599452,positive,@dogzero thanks 
1599453,positive,@ladyjuggernaut You know it  Of course you'll know when I feel better. bronchitis and stress is kicking my ass LOL!!!!!
1599454,positive,Riding around in a limo for marleas sweet sixteen  yay fun stuff
1599455,positive,And PEGI Wins. The Fear Spider Will Be Staying With Us 
1599456,positive,@MRRSoftware OMG that sounds awesome. 
1599457,positive,"@DizzyCrane I'm great, thanks "
1599458,positive,"@lonelyandroid Ricky, you've made it! "
1599459,positive,"@aw16 I must have skipped the &quot;pun&quot; setting, it appears to have been set to &quot;comedy-freeze&quot;, which would explain the dire lack of humour "
1599460,positive,I â¥ LVATT. although i don't have it yet 
1599461,positive,@camilleisleta - I've always rooted for Mark ever since his debut.   He's so sweet and adorable. 
1599462,positive,"@kateyy__ heyy i'm @staceemcfly mate, from reemers mancheste, i'm watching you on blog t.v "
1599463,positive,@chrisweeksphoto but the Germans love the Hoff!  I was lucky enough to be haunted with his Berlin Wall concert while taking German class
1599464,positive,@RealLamarOdom Congrats from Lakers fans from Turkey! http://tinyurl.com/nygjvo we cheered for Lakers and booed Hedo 
1599465,positive,"Rockness over, wishing I was going to T in the Park but hate having to wait till October to see Green Day...bring on Belfast "
1599466,positive,@brentspiner you're in the movie im watching - i am sam 
1599467,positive,Trying to find a better video editing program than the one I have now..  Anyone knows about a free download to a PC?
1599468,positive,@jdlasica That audience member was me! 
1599469,positive,Is amazingly up pretty early lol 
1599470,positive,TIME MAG ONLINE is very interesting. Watching videos this morning. Enjoying free content... while it lasts. 
1599471,positive,im sooo tireddddd. needz to do h.e homework. and @Hulabalooo put those pics up 
1599472,positive,@redflamerose i LOVE living in awesome town  and anytime - you know that!
1599473,positive,"So, @Gavinpurcell  confirmed that @jimmyfallon tweets all his own tweets.  I'm sure @stevegarfield already knew that!  #140conf"
1599474,positive,@uncbear08 I'll let becca tweet how I killed off my Sims  it is equally horrible...
1599475,positive,@veganwordnerd Cool! I'm looking forward to reading it. 
1599476,positive,twittering debbie! at your service 
1599477,positive,Why don't we name tomorrow &quot;the Official Los Angelenos Call in sick day&quot; a.k.a &quot;skip work and go to #lakers parade day&quot; 
1599478,positive,"Okay, showered and dressed .. feeling a little better now .. hmm, might go for a little walk in the sun "
1599479,positive,"Reading avalon high! Hah, I'm surprised "
1599480,positive,@KimSherrell @JimmyFalcon? is there a new kid on the block? Good Hollywood name 
1599481,positive,"@chefashbabe ut oh, good luck "
1599482,positive,@MissXash most likely down my local pub 
1599483,positive,@JIDF don't feel too bad. I get the same reactions 
1599484,positive,getting dressed &amp; getting out!! much to do before tomorrow...excited for my hubby's bday! woohoo 
1599485,positive,"@fudgecrumpet Oh good, it will be good to get you back "
1599486,positive,"@adamsmith_3 sorry there my trout, but no one wants to hear about the blisters on your feet! "
1599487,positive,"@alicebarrooss happy birthday, alice!!!!! "
1599488,positive,@mzlilipie yeah thats what i was gonna say...great song! i dont think i can ever get tired of it.  @damarisviviana i didnt but i do now 
1599489,positive,@gothicx Visabeira RULZZZZZ 
1599490,positive,@unfluff Why not try seesmic? 
1599491,positive,@Lady_Cockroach omg I love your new haircut  it's proper sexy I want mine like that!!! 
1599492,positive,just picked some flowers   gone to study..........
1599493,positive,@Sworn4DaBosses 
1599494,positive,@Disney_Dreaming Mitchel it is 
1599495,positive,just watched twilight...it was horrible...now I'm watching Princess Diaries  I'm sooo bored!
1599496,positive,@nayes1982 The changing them green in solidarity with the iranians #iranelections I just don't know how 
1599497,positive,"SUMMEEEEEEER!    Lines, Vines &amp; Trying times is mine since last Friday "
1599498,positive,On the way to Walsrode! Tomorrow will be one of the greatest days 
1599499,positive,Sitting in a meeting with my mom &amp; grandmother reguarding the school. Hopefully opening more locations &amp; salon/spas.. Yay!! 
1599500,positive,getting used to twitter 
1599501,positive,@AwesomeRobot hackorz! thats teh illegalz! oh noes!  how'd you do it?
1599502,positive,@mervlai Wilde? A brilliant 19th century writer/poet. Harper's Bazaar? My fav magazine! 
1599503,positive,I Love @Pink She is AMAZIN..My favourite singer..I Only just realised..Shes So cool 
1599504,positive,@jeherv 1.5 overs of 6's or 2.2 overs of 4's  - they are down to 3 overs now.  i used to love doing the math during the games 
1599505,positive,@MeganGriffiths thats one way to look at it! 
1599506,positive,is having lunch w/ parts of the fambly today.  Z'Tejas.. yum 
1599507,positive,"@cramd donate to my cancer cause, you cheap bugger! "
1599508,positive,Heading to target to get LVATT cause that damn guy wouldn't give it to us at walmart. Then to B&amp;N to get the new Sarah Dessen book 
1599509,positive,"Third day of me kick starting to keep a diary, topic: eugenics   Finally writing something I am interested in!"
1599510,positive,Good cinema exam!! 
1599511,positive,@raisecain being enamoured 
1599512,positive,LOL hero saves girl frm house on fire &amp; then pumping her to take out extra smoke from stomach. Like u do to in case of drowning  #naseeb
1599513,positive,Watching GMA waiting to see Ashley Tisdale go on  then off to get a haircut
1599514,positive,@lindseymshaw GAMINGGG  BUDDDYY  dllll fo shoo. I love you LOVEYOU!
1599515,positive,@elle_333 lol... Movie date!!! Im sure we can get ppl to go 
1599516,positive,@BunnyJeanCook nice to see your eyes 
1599517,positive,"@eminem http://twitpic.com/7jo22 - love thats song, cant wait for the video "
1599518,positive,"@nisull01 and ps. if you see jeffrey today, tell him to go grocery shopping.  haha loveyoubyeee"
1599519,positive,"@Tyrese4ReaL Tyreseee, when you're heading to The Netherlands?! "
1599520,positive,@Trinkett I was wondering why!?! I thought you didn't think I was funny enough or something? 
1599521,positive,drive through rainbows   pretty pretty
1599522,positive,@ashley_eastwest Lmao yeah you are slow 
1599523,positive,Tihs is my psa for the day: #Pandora radio keeps me sane all day 
1599524,positive,"@IlanBr @scuba_suzy So, we'll be seeing it uploaded soon then? "
1599525,positive,my husband is going to have dinner ready for me coming home.......how lovelly!! 
1599526,positive,Good Morning!!  I'm making cookies today 
1599527,positive,@sundayrain haha. Thanks.. Yeah I got that tattoo like Sept 2008. Its pretty sick for sure..  i get to see all subnoize and tech on sat!!!
1599528,positive,@ShawnKing Very sad to hear of your passing (not a phrase you hear often!). 
1599529,positive,@_Anix_  Happy Birthday!!!! 
1599530,positive,@KhloeKardashian Definitely my Mom. And Angelina Jolie 
1599531,positive,@mdoucette I have 4 sons (3 old enough to play games) so I'm a fan of any game I can play with them on the 360 
1599532,positive,"@LoopinFool Still, why have the most? You still have 8 and you're able to win at least 2 more! That's at least 10! "
1599533,positive,@Karthik haha.. in that case you are just gonna blend into the crowd  @fossiloflife
1599534,positive,"@gocomeback i didn't see you once today, douche "
1599535,positive,@Suzika sheesh! that's a lot of money! You've reminded me to put my stuff away and keep it nice. 
1599536,positive,mmmm olive garden leftovers are the best leftovers 
1599537,positive,Booked a flight with @DeltaAirlines for 4th of July weekend to go back to the WV! 
1599538,positive,Working til 2pm. Ugh I feel bleh... -Cherie  &lt;&gt;&lt;
1599539,positive,"@Thyme2dream yes i do think that's great....and i agree, i need to post something Fresssssh.... "
1599540,positive,Sleepy time was goo-ood!  Heading back to my place. The Gnome went to see Dream Theatre - lucky him 
1599541,positive,12 hours to go.. and then 
1599542,positive,"@shadfar hahaha yeah!  Small dogs = small messes, although he's always been great and never made a mess unless he's sick or something "
1599543,positive,@streetanchor  cool
1599544,positive,@-emilyosment hope you win!!!Love ya 
1599545,positive,I totally rocked drunken Rockband! Nothin' better than good friends 
1599546,positive,Drinkin Coke 
1599547,positive,@princessobiegbu yeah! she's so beautiful! 
1599548,positive,Secured my spot on a table close to power ready for the keynote  #semtech2009
1599549,positive,@Jesse just started using www.socialtoo.com - great twool!  Thx for recommending @guykawasaki
1599550,positive,Sorry for the delay but here are the TWIT-AWAY #4 Winners: @msadams224 &amp; @redheadsrockout.  Send me your mailing info via YT ASAP!  
1599551,positive,@francii_ me too 
1599552,positive,"@Bemale Why don't we switch locations, I'll move to Canada and you can move to extremely hot and muggy South Texas?  "
1599553,positive,@persiankiwi @Change_for_Iran Great to see you guys back. 
1599554,positive,@macshare hey is the site down? it wont load for me... also if your still offering that free hosting... thanks 
