,Tweet,Sentiment
28459, i can`t wait! its most definately going to be amazing.  <3 michelle,positive
28460, She lives!  You were so Twitter quiet after the race. Recovering or celebrating?  ps. #20 Fem. in your 1st marathon Wow!,neutral
28461,A little bit of good news.,positive
28462," Certainly not Cheers than, huh?",neutral
28464," Hi Susan, read your blog.  It`s really good.  I look forward for the tweet updates",positive
28465, Obviously not too bad,negative
28466,Jaydiohead 'No Karma' ? http://twt.fm/91610 #musicmonday This is not the android I was looking for. But it`ll do.,neutral
28467," In case no one gave you a heads up, AT&T just put out an iPhone app for account management (MyWireless) I`d love to see a review",positive
28468, I work at the group home,neutral
28469,virus hunting on computer - always wondering what it will destroy,negative
28470,Trying to figure out how to use this twitter thing  Hahhh,neutral
28471,Rain makes for a good study day  almost done!!,positive
28472,I day til NYC!!!! and the journey soon begins!!! Music baby,neutral
28473,"has just come back from horse riding, what a brilliant day",positive
28474, Morning Sunshine,neutral
28475, nothing sweeter than YOUR 4-year-old!,positive
28476, That`s a relief! I feel better knowing it`s hereditary.  Have fun!,positive
28477, it`s like the library equivalent of 'it`s 5 o`clock somewhere.' someone else in on the ref desk somewhere,neutral
28478,"If you carry your childhood with you,  you never become old..A. Sutzkever",neutral
28480, so nice to meet you too!  is the best for bringing me along,positive
28481, so looking forward to your new album,positive
28482,Feeling really good about my performance on the AP Government & Politics exam this morning.  Going to lunch with Krista.,positive
28483,This weekend I started a 'Healthy Lifeestyle' - not Diet!     Let`s see how it goes - will keep ya posted on my progress.,positive
28485,i`ve been eating cheetos all morning..,neutral
28486, Nice!!!!!!!! I WILL be there,positive
28487,"  Morning, hope you have a super day...enjoy !",positive
28488,need more songs to download. suggestions? ill take anything,neutral
28489, silly wendy. You know I don`t speak French  just a few more hours to study before this ride begins!,neutral
28491, never noticed that before but you`re right! guess that`s because my heart is always dreaming of travel...,neutral
28492," need to get an intel based mac 1st   but this impacts on dual core vs quad choice, latter probably better for virtualization",positive
28493, Maddie starts working? WATCH OUT WORLD!,negative
28495,is done with classes for her freshman year.,neutral
28496, I spell my name alyson too! Aly for short! We spell it the best,positive
28497, Shanghai is also really exciting (precisely -- skyscrapers galore). Good tweeps in China:  (SH)  (BJ).,positive
28499,What am I doing atm? http://twitpic.com/4jmeh Oh yeah. Apple Juice  I`m such a rebel!,negative
28502,  haha i like modern studies..... its my favourite subject  haha i guessing you dont feel the same? ****,positive
28503," Whats with you though, you sound a bit down yourself.. not your boiler again is it",negative
28504," Heh.  When I moved into my house Pius was having a pep rally, so there was cheering and a band.",neutral
28505,in ten minutes shopping   demi lovato-back around demi lovato-behind enemy lines have you all seen the titanic 2 trailer? its really good!,positive
28506,Happy Star Wars Day. MAY THE 4TH BE WITH YOU,positive
28507, hi Add me.  it`s shannen,neutral
28508,About to clock into work,neutral
28511, Good luck on final!,positive
28512, It is a drink but they have a trainer brand too.. http://www.office.co.uk/brand/babycham/8 <<have a look,neutral
28513,says HAPPY MOTHER`S DAY TO ALL THE MOMS OUT THERE!  http://plurk.com/p/stezd,positive
28515, oh..keep working on it..you can always make it a little smaller,neutral
28516, YIKEYSSS!!  I`M HARMLESS REALLY!! JUST WANT SOME ATTENTION FROM BRODY!!!,positive
28518,_d awww glad to know Little Sweet D and Leigh are doing good...thanks for the updates Howie,positive
28520,going to the lumberjack party,neutral
28522,Haha how exciting  wat does it look like?!,positive
28523,I honestly hate what I have said to some ppl sometimes. sorry for makin an **** of myself to anyone.,negative
28524," Aww, thanks!",positive
28525,thinks SG is wonderful,positive
28526,watching this african music show on the tele  me loves ittttt,positive
28527,Off work,neutral
28528, have you seen 'The Fifth Element'? makes 'super green' a lot funnier,positive
28529,"Twitter question: should I go to my brothers 1st soccer game of the season? OR, Should I stay warmed up in bed? 2 minutes to reply!!",neutral
28530, Excellent then Chiang Mai is definitely a possible next vacation stop! thanks for the info.,positive
28531,And now the crazy is all gone.,negative
28532,about to take my mum out for jewellery shopping and a coffee for mothers day,neutral
28534,show time baby! bye bye for now Tweeters,neutral
28535,Well it would seem that you can enter nine 0s if you are an Individual without a SSN/ITIN or EIN according to Apple.  Hurray!,positive
28537,believes that creativity  in cooking is only limited to your imagination... guess that applies for most things too... like photography,positive
28538," I watched that too!!! I didnt want her to win, but she put up a good fight..lol",neutral
28539, you`re alive!!!!!!  Go w/ The Notebook...it`ll make you cry and stuff,negative
28540,haha I`m bored! I think I`ll go watch a movie  BBL,negative
28541,: saw it yesterday. Pretty good.,positive
28542,it`s after 3 AM.!!  I think it`s time to bed.!!  have a good night twitts.! ;)),positive
28543, wellll...... only 2 that will feed me   the others were mainly shade loving native wildflowers.,positive
28545,they tryna get me 2 sing on mic n i said NO NO NOOOOOOOO,neutral
28546,Waiting in line for the Beast with Matthew.    I won`t be riding.,neutral
28548,"_d thats good to know, and I bet he looks just like you.",positive
28550," you know, i would love to see 5 lies editors believe about writers. #justsayin",positive
28551,http://twitpic.com/33hus that`s my baby,neutral
28552,i miss you tooooo  you arent too far! *A*,negative
28553," um don`t u already have like NINE of my paintings?!?! jk, lemme come finish that 4 u",neutral
28557,Zapatos for trashcan nachos and then an epic night,positive
28558,@_handz_ well you know those 'kind of guys' are just idiots,negative
28560,awake from the nap,neutral
28561, you have to follow me before i can dm ya,neutral
28562, http://twitpic.com/4w06l - LOVE IT! U have a great job!!,positive
28563,Sitting at home watching ATL for the 2 time todayy  Waiting for Jess to come at like 630 then go get Marg and head out later to Second Sat,neutral
28564,Awww I wonder when ima get married. Shawna and Damon are so cute,positive
28568,"The mothers day classic went really well, despite the cold 5.30am start",positive
28570,Is at the movies with the boyfriend!!,neutral
28571,just got a wii,neutral
28572,im on twitter mobile... confusin!!!! lol im knda slow,neutral
28573, Thanks  Will Do,positive
28574," DAMMIT. I guess my baby daddy is some impostor then...i kid, i kid",negative
28575,i`m about to munch on some more high calorie things!  they keep my brain working,neutral
28576, you`re very welcome! I love reviewing free apps as much as downloading/using them!,positive
28577,just got home from dinner and am really really full. my mom said my dad bought me a sony a200k? holyyyyyyy,positive
28578,"hello new maccy, welcome to your new home",neutral
28579,great song  http://bit.ly/evluw,positive
28581, What was the compiment? I`m glad you`re having a good time.,positive
28582, hahaha n I`m a do the same for u,neutral
28583, woot!! you go girl,neutral
28585, Yes we both do win!,positive
28587, Haha no. I just connected my phone to my wifi.,neutral
28588,is highly amused I wasn`t treated nicely like any other patient..not my fault my life is better than yours.,positive
28589,@__Jasper_Hale__ *Laughs* that`s because I like winning,positive
28591,at Shriya`s,neutral
28592,"_d you`re gonna take good care of that little baby and he`s gonna be a strong boy, that`s for sure",positive
28593,My birthday is a week from today!,neutral
28594, looks class the water splash looks so real  looking forward to my review copy ;),positive
28595, Aww ya not showing off all us mums should be proud of ours kids and let everyone know it,positive
28596, it makes perfect sense. I guess i am very down to earth. Thanks for your reply,positive
28597,OMG brings me back to my High School Days!  ? http://blip.fm/~5ygpg,neutral
28599,Dyed my hair. .'back to black',neutral
28600," just the mere fact that you twittered and someone read it, then it matters p.s. love your song Gravity",positive
28603,still shopping and looking for shoes now,neutral
28604, Always a good idea.,positive
28606,"....ok, sOooooooooo I DID that!! i`ve got u in the palm of my hand",neutral
28607,: Loved it!  Would never have thought he was into the iCarly version of Beanie Babies. xD,positive
28610, that`s dope!  stay out of trouble,neutral
28611," lol, get to your bed",neutral
28612,Kinda doing nothing. Life is boring. I feel like changing my look. Let`s go shopping tomorrow,negative
28613,get it right! I think I am obsessed with Hydes` voice @_@  I`ve chosen a guitar song to learn for the summer! Time to perfect picking!,positive
28614,can`t wait for Daughtry`s new album! Ack. Two more months!!!,positive
28615, If you mean backround then.. Settings>design.. scroll to the bottem and click change backround image  & there ya go.,neutral
28618,Thanks so much to everyone who came out to Speakeasy last night! What a hit. Wonderful to see you all having fun! June will be awesome.,positive
28619,I meant mamas,neutral
28621,Watching my bro play footyball,neutral
28622," No, I`m working on it all day Monday. Will try to remember to email but if you`re smart you`ll remind me.",positive
28623,Time to get purrtty. *wink*,positive
28624,waiting for JONAS to come on,neutral
28625,"_d Aaaww!! That`s so good to know, I`m glad James is doing great  We LOVE you guys! KIsses from Venezuela!",positive
28626,Well that sucked except for the company I had. Go Kelly.,negative
28627,"  http://bit.ly/SjNAx If he is saying something I don`t fully understand, please let me know.",neutral
28628,"success! another paper demolished! the rock god lives on! 2 more...well, 1.5 to go. Yes!!! out to celebrate awesomeness ...",positive
28629,Psyched for Mother`s day at the GKR party--and teaching mom and dad about baseball,neutral
28630,Next to my birthday- Mother`s Day is my favorite day of the year.  The one day I don`t feel guilty for slacking just a little.   Aaaahh...,positive
28631,"Tip for today - The eagles are specials against the broncos, put your house on them",positive
28633,Watching next day air,neutral
28636," http://twitpic.com/4w0yj - wow, fancy!",positive
28637,"in 8th grade yearbook: for narnia movie release blurb, pic of aslan and my skandar!",neutral
28638, is that it`s welsh name?,neutral
28639,"  Dany, meet Sorcha, Sorcha, Dany.   Now you know each other. :-p",neutral
28640,Spending the first night in my new place!,neutral
28641,i decided that myspacee is wayy better,positive
28643, when u do get at me i will show u all the hotspots there is no where i dont kno when it comes to shoppin here lol,positive
28644,baked a cake & watching a movie.,neutral
28645,  its suzi,neutral
28646,_tv I hope Shatner didnÃ¯Â¿Â½t address that message to philosophers. WeÃ¯Â¿Â½re doomed if they stopped thinking,negative
28647, Thanks,positive
28648,"watching Cavs game. LeBron James, my newest love!  36 pts for Cavs, 17 by LeBron!",positive
28649, I  have a visual.  I`m smiling.    see,positive
28650," http://twitpic.com/4vuuy - thats the most colorful thing ive seen all day,wow.",positive
28651,Photo: I like da cooolooorss and the composition is great  scribkin: http://tumblr.com/xyb1qw8cb,positive
28652,Tooth ache...but still sipping lol at the fam. Partyyyy,neutral
28654,just getting off of work for the day! Hope everyone has a wonderful mother`s day tomorrow! Hope you enjoy ur cheesecakes too!,positive
28655,"@_chloe yes! it`s on youtube  its from may 7th, and it made me feel 100x better. it`s halarious.",positive
28657,"charlie and the chocolate factory, in the mood for some johnny depp, then bed. Preparing for a 14 1/2 hour wok day tomorrow",neutral
28658,Just got up from a nap.. Relaxing for the night,positive
28659, Well thank you darling...it was a pleasure shopping with you...you will see the first pics!,positive
28660,WELL i do not think i am getting a call anytime soon. PAINTING MY NAILS!,neutral
28661,just bought a good chocolate and a magazine... Later I`ll play comanche 4... My good saturday,positive
28662,oh man had great nap (still alittle tired) having pizza for dinner.,neutral
28664," yeah she`s part lab, part spaniel.. all energy hehe but i love her to death",positive
28665,      get lit  I am  http://bit.ly/OASQR,neutral
28666,Watching the film Real Women Have Curves  Why are good films on in the middle of the night?,neutral
28667, last I looked.  Hi back...,neutral
28669,"twitter fam, i`m about to hop back on AIM i went ghost on y`all lolz sowwy",negative
28670,Boy is all graduated!  So proud of him!,positive
28672," Yep,  that B-Day kiss is gonna happen, right ",neutral
28674, There`s nothing good on tonight anyway!!   #Sigjeans,negative
28676, heylo johnn (: im a huge fan. hope ur day is awesomee. cuzz im home sick and its kinda less than awesome.. anyways.. PEACE,neutral
28677,Went shopping a lil... I deserve it... And now a night on the town in the big city of Norfolk,positive
28678, Thats on Fox isnt it? Never watched it,neutral
28679,Wow... my god the whole UI is sooo much snappier. It`s more responsive than TweetDeck now!  Tweets feel like IMs lol,neutral
28680," Oh, no need to stop. I could use the ego boost.",neutral
28681," Yeah--those pants are horrible!  Yeah--my wife loves the job.  She loves performing and kids, so it`s a good environment.",neutral
28682,I wish I can see clips of your show that you hosted. Hottie Shawn in the 80`s! and yes your still a Hottie!,positive
28684,If you save these pix from the Today show please credit www.wireimage.com Thanks,positive
28685, happy early mothers day!!!!,positive
28686, poor grace!!! You need to date a cute male nurse.,neutral
28687,"  I am here to make friends.. real life, internet.. what ever level people are comfortable with..",neutral
28689,Ha ha ha  I know! Love it! Love him!,positive
28690,Sometimes i feel pathetic going to bed so early. Oh well.  i TOTALLY get clam chowder tomorrow! =D,negative
28693,Enjoying d view @ sg flyer,positive
28694,ok shopping was far too fun ~ unpacking the bags now,positive
28696," I know, but I wanna finish bsg first",neutral
28697, Let me know how that turns out!!,neutral
28699,The Goonies. Projected. On a garage door. With my friends. Amazing.,positive
28700,"World`s Happiest Places ...   Denmark, Finland and the Netherlands",positive
28701, What are you reading?,neutral
28703,ops   that lol wasnt supposed to got to twitter,neutral
28704, I figured you`d be bouncing about it,neutral
28707,_d ...I`m so happy for you guys! COngratulations!,positive
28709,"we went, we bought, we conquered! and we came back with the most delicious custard croissant",positive
28710," Ouch, give me a heads up so I`ll know when to duck",neutral
28711,saw Hannah Montana Movie today!! was the best!!!!!! was AWESOMEEEEEE!!!!!!  Hannah  and Miley RockS! lol,positive
28712,At the  concert! I hope  makes a guest appearance,neutral
28713,resting had a whole day of walking,neutral
28715,Is watching Bruce almighty,neutral
28716, Very true.  And well behaved women rarely make history.,neutral
28717,@_handz_ it was quiet.... unfortunatly but what the hell it`s good the chill out too right?,neutral
28718,New Twitter coolness: conversations with neighbors (http://is.gd/ybd0) during a thunderstorm.,neutral
28719,"gtg now, listen to cobra`s new song @ their myspace, ttyl  santi <3",neutral
28720, It`s a date!,neutral
28721," awesome, I`m glad you like it.  FYI - Platinum Notes 3.0 should be out as a free upgrade this summer",positive
28722, yea so wassup,neutral
28723," I am ok, I think I will just take the attitude that Mothers Day is an invented Hallmark holiday from now on",neutral
28724, 0k...enjoy Dora the Explorer..  greetings to your niece!!,positive
28725,just had a bbq... YUM im full now,positive
28726,"_leslie I love the video!! You are inspiration Mr. Leslie, can`t wait for the new album still rocking the debut.",positive
28727, They open at 9 a.m.   And I hope to be there shortly after that.   No guarantees for me though!,neutral
28728," heyy!  told me to follow u, whatsup?",neutral
28729, thats another sponsor,neutral
28730, Can I also have a swirly flat white?,neutral
28731," I be ok, you?",positive
28732,_Tech_Update Do you know your Nutty Newsire twitterfeed ones are coming through w/o links? I can`t be lazy without the links...LOL,neutral
28734,I completely forgot it was mothersday today.. Lol  Happy mothersday to all of you beautiful mums out there!,positive
28735," Glad to hear you made it out, I hear that place used to be it`s own country  Looking forward to your arrival!",positive
28736, NICE TO TWEET U,positive
28737,"Slept in, woke up with an iced coffee, lazed about & went out for a late lunch with the BF. It`s been a sweet little laid-back Saturday.",neutral
28738, Sounds like you won backstage passes,positive
28739, http://twitpic.com/4visl - WOW this looks incredible! wicked job on the butterflies! they`re fantastic!,positive
28740,"Pool, alcohol, & a cute band, couldn`t ask for more on a Saturday night  #fb http://twitpic.com/4w1rr",positive
28741,Pretty  is it long or short? Sparkly or shiny? Lol,neutral
28742, Her new cd is lovely.,positive
28744,"1 surprise party today, 2 parties tomorrow.  FunFunFun! But, need to finish bug project. O_O",positive
28745,I <3 Owl City.,neutral
28746, that`s the only way to get things done. no distractions,neutral
28747," happy birthday keshia, keshia, bo beshia",positive
28748,"wow, nothing like a sale to perk up a girl`s evening, huh!",positive
28749,Just finished mowing the lawn.,neutral
28750," Aww, congrats to the family. ;) Send me piccies in the email!",positive
28751, thanks,positive
28752,05/30 - first session  yay me!,positive
28753,: Chillin` at home-watching a movie on tv & making some 'healthified' streusel coffee cake.,neutral
28754,_Aries Me and that person have something in common then! LOL jk....,neutral
28756,Ok peeps...I`m not crazy...I was twittering 2 someone but had no idea how 2 direct msg from my cell! Blonde moment!,neutral
28758, hey mate fancy finden you on hea,neutral
28759,"After a week staying with my Grandmother, I`m home in Lopatcong. . Can start my new book tonight.   http://twitpic.com/4w1s0",neutral
28760,Just sang 'Shine' by Newsboys in the car with  Holla!,neutral
28761,"Out with Bre, Jimmy, and Jon P?",neutral
28762,_Da_Realest hehe hell. I`m finna qet to drankin DAMNIT.,negative
28763,  Whaaaaaaaaaat?!  Thas HOT B!    Super nice!,positive
28764,Less than 24 hrs until GRADUATION!!! Going out tonight to celebrate,neutral
28765, OMG its working,positive
28766, OMG that`s really good i want to see the photos! have a nice day,positive
28768,_rashid aww how cute  I like that song a lot,positive
28770, I really don`t want to send it over this site....it`s kinds private...,neutral
28772, WELCOMEEE BACKKKKK,neutral
28773,I`m in the Starbucks with a cup of coffee   http://yfrog.com/ehhmyj,neutral
28775,Just got back from baby sitting. It went well.,positive
28776,"Recovering from my crazy family. I love them, but they ain`t got it all   I only see em a couple of times a year, so I guess I can deal.",positive
28777,good morning. today is my last day of 'freedom'. back to work tomorrow. i`m sorta stoked-not stoked. but well.,neutral
28778,i cooked breakfast for my mom  HAPPY,positive
28779, not a lot!! im bored! My names Crissy BTW lol How u doinnnn???,negative
28780, we found a ride,neutral
28781,i gots a summer job,neutral
28782,  Make sure ur plantin next to the water in the soil,neutral
28783,hanging out with my babyy,neutral
28784, it was amazing,positive
28785," Were you able to watch it online?!  I hope you were!  And yeah, Belinda Jensen was really good",positive
28786, Congrats on your bike ride today.. Very impressive indeed.. Ya might be doing` the 'Tour De France' some day,positive
28787," my hubby`s a vet, so we `get` that animals are like children!! all the best! hope ur biz is going well",positive
28791,Yay my ears match,positive
28792,Eatin nachos watchin the game.!  all i gOtta say is LebrOn is a Beast. ! dO anybOdy feel me.?,neutral
28793," Aw, sorry E. :/ I hope it looks up for you (lame ear) And there`s always next year! ****. Lamer ear :/ Fail. Uhh..Love ya E!",neutral
28794,I love you MOM!,positive
28796," So then **** Awesome Super Sexy Stud Muffin Beast, How`s that sound to you ",positive
28797,"  hope you guys are having fun!  Can`t wait for ya`ll to be back, Wilmy isn`t the same without you",positive
28799, Naw.. it was pretty tame. Only 1 guy in costume.. a Voyager-style 'medical' uni. Disappointed there weren`t any more in costume.,neutral
28800,_Heidi_V  Thank you pretty lady.,positive
28802,"trying to decide what to do tonight. Study Chem or write the night away. The night`s still young, perhaps I`ll do both",neutral
28803,is STILL sick. But still loves revenge and the possibility of more revenge to come,neutral
28804,calling debby ryan!,neutral
28805,playing Wii!,neutral
28806,"I`m in VA for the weekend, my youngest son turns 2 tomorrow......it makes me kinda sad, he is getting so big, check out my twipics",negative
28807, Your cave? Does it have an espresso machine?,neutral
28808,wishes  would admit she has a new lovah,neutral
28809," Oh, I don`t really have much of an opinion on her either way. It`s just a night to rip everything.",neutral
28810,TV time  see yall later! xoxo,neutral
28811,I`m feeling better now that I have something in my tummy,positive
28812,"CSI NY comes back to aus with `****, lies and silicone` (s05e04) EVRYONE ON EAST COAST TUNE IN TONIGHT  pleaseee",neutral
28813, SON! WTF?? She just bit holes in the **** bread!!! Who does that?? Why has God forsaken me?? why?,negative
28814," pfft, cydia apps ftw, code on the phone, make, reload springboard",neutral
28815," it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!",positive
28816," *hugs* me not sad really, me just messing",negative
28817,"Just came back from hanging out with some friends + cocktails. <3 I`m not drunk, but feeling good.  Hope everyone`s well?",positive
28818,Loving the cairns clan,positive
28819, Pad Thai is my favourite,positive
28820, I could have! I had extra tickets. Plus we had two Twitter Giveaways  We`ll get you next time.,neutral
28821,Relaxing after a busy week and a tedious Saturday . . .,positive
28822,Laying in the bed boreddddd looking through old cookbooks for new recipes,negative
28826, can you play I Wish by Jordan Knight,neutral
28827,http://twitpic.com/4w269 - My 789 pacman pic,neutral
28828,is maxin and relaxin... ahhh,positive
28829,_LaMont yr very young looking dude,positive
28830, I hope for a speedy recovery for you!,positive
28833, Just left you a message! Hope you get it,neutral
28835,definitely ready for a plate of pancakes.,positive
28836,"me & kelly share the same last name, wouldnt that be sweet if we were related  ",positive
28837,"Family is here,hanging with them",neutral
28839,"'you can ride one, you can catch one, but its not summer til you pop open one'  ?",neutral
28842,hanging with Bri,neutral
28844,In a really Good mood for absolutely no reason  tee her,positive
28845,Happy mothers day to all the mothers out there!,positive
28846,"gasp-- 10 followers! i feel almost famous. i used to think i would be famous when i grew up one day LOL. oh well, cheers to norm peeps!",positive
28847,- stillll listening to `paranoid`  now starting civics homework+ new JONAS episode !,neutral
28848, oh wow THANKS Wayne,positive
28849,I wonder if I should put a bet on Cubs winning world series in 2015 due to BTTF II. I`d love it if it actually happens.  Me = geek,positive
28850,Geesh 5 days straight (he`s not the boy-nside joint) LOL .....headed with  and then go c BF,neutral
28851,Had a nice pre mother`s day dinner out. Now a cocktail before retiring for the evening,positive
28852, Thanx love,positive
28853, They better not be out when I get there.  I NEED MY FIX!,negative
28854,Rewarding myself with dinner at American Dream pizza on the rooftop terrace. Perfection  got 7 pages done on the prospectus!!,positive
28855,Scratch that. Now we`re watching `marley and me`. Thinking I could stay awake better for this one.,neutral
28857," yeah i checked it, pretty nice site",positive
28858, http://twitpic.com/4w22u - Its so pretty! The girls must love you a whole lot  Happy bday again!,positive
28859,Happy Mother`s day to MOMMY,positive
28861,looking at all my old myspace status` oh mann. Skyrockets in flight! afternoon delight! AAAAAAAAfternoon delight!,positive
28862,and to james`s we go!,neutral
28863,"Needless to say, I didn`t stay to find cache#90.",negative
28864, http://twitpic.com/4uy8l - LOL  why are they drumming there?,neutral
28865, aw you`re the ****  thanks so much for the twitter loveeee. i appreciate every last drop,positive
28866,"Love story on loop for the past 30 minutes. I love this song.. It makes me happy, like this!",positive
28867,Glad to see  and more Red Bull Air Racers here keeping us in the loop,positive
28869,Adventures with jamie and bethhh,neutral
28870,"My three-day weekend starts now.  Was gonna watch Star Trek, but opted to go another night instead.",neutral
28871, LOL thx,positive
28872,_michele thanks for that...am now following them...love good causes,positive
28873, i agree,positive
28876, think yourself lucky!  I also broke  all my fingers at school when a window sash broke with my fingers like pancakes on the sill,neutral
28877, Happy birthday!,positive
28878," no, sir, they did not! i was amazed when i woke up this morning.",neutral
28879, thanks for the answer  I had been wondering the whole week,positive
28881,"Thanks to all the people who added me on Skype  If you want to add me, my name is same as my twitter name, and my YT name, and Blogtv, etc",positive
28882,Ok we found our way now... I think  tonight let`s just let go its dance time!,neutral
28883, Honored to tweet ya...,positive
28884,"Uh, happy mother`s day mum.",positive
28885,Getting ready for an early night tweeps!   Have a great one every 1,positive
28886,everyone follow  and  ! they are amazing,positive
28887,"Tomorrow`s mother`s day. I need to get all my **** together soon.. Noor left, It was fun  it`s been NINE months!",positive
28888," I am 28 and I still haven`t been to a club. Lots of bars, though. I don`t think I`m missing much",negative
28889,"Nanay cried after reading the card I gave her. Hugged her and next thing I knew, I was crying, too! Haha We`re such cry babies. Love her.",neutral
28890, nothinbg home about to jump in the shower the streets is calling meeeeeeee   what is it 4 tonight  tell m,neutral
28891,waiting on food.,neutral
28892," the problem is, superstars always deliver huge files! too much energy pixels",negative
28893,_Bailon talk with your HIPS,neutral
28894, are u planning on doing cardio for 1.5 hrs? If so that`s very reasonable  whatcha do last night?,positive
28896,going to see star trak expecting noting but amazing,positive
28897, keep telling yourself you`ll feel better by doing it and tomorrow can be a lazy day... it is Sunfay afterall  (Excuses.),positive
28898,Night of the cookers with my dad,neutral
28899, Makes me wish I had dogs instead of cats!,negative
28900,Alexander Ovechkin is definitely my new favorite NHL player,positive
28901,"  being a fan is certainly not about being attractive. But, if you like the pink, to each their own  #canucks",neutral
28902,_says ha ha funny,positive
28903,and we`re off  to OT !! exciting game like always,positive
28906, you might also want to include 'never wear a moonwolf' to that,neutral
28908,KMF going smoothly so far. Free stuff is always a plus.,positive
28909,Playing pacman on itouch!  lol,neutral
28910,pythonkings.nl    equals ---->       almost better than the sims....,positive
28911, ill check that out,neutral
28912,At the reception eating some nasty **** pasta Woot! But other than that its beautiful!,neutral
28914,Happy mother`s day nfty!!!!!!!!!!!!!!!!!!!!!!,positive
28915, JACKSON RATHBONE!,neutral
28916, My Dad told me music that has the power to heal the soul. Sure is true of yours,positive
28917,Chatting w/ Calyx.,neutral
28919,"about to head to the Strand, goodnight",positive
28920, lmao! You baked non-stop? Sounds like yummy fun!,positive
28921,Feeling smooth like chrome,positive
28922,Watching The Seeker,neutral
28923,Holy **** I am exhausted! Resting up so I can go see Wolverine later,negative
28924,Fun at the water park then dinner at the rainforest cafe (all free!) then party tonight  pretty good Saturday I think.,positive
28925, ..i`m a buffalo worshipper  ... maybe it is time to pay a visit to my preferred buff-schack in town. http://twitpic.com/4w2ls,neutral
28926,"Really enjoyed Star Trek - great movie, amazing special effects. Definately recommend even if your not a Trekky",positive
28927,taking in the local art,neutral
28928," OMJ I loved it....it was a good laugh and Frankie did a great job, and you guys did too ~Agnes",positive
28929,_k_renee On a Saturday? Not so cool friend. Same job  Different position! Let me know when your in town again!!! Miss U,negative
28930," That`s awesome dude, yay for surprise celebrities!  I got to meet him a few years ago, he was soooo friendly.",positive
28932, bamboo/jade green !,neutral
28933,home for the night to hang out with my mom and study,neutral
28934,Nothing beats spending an evening with my mom,positive
28935, you are just wrong!!! Now you`ve come to brag with a full belly??? Smh ...,negative
28936, http://twitpic.com/4vdc3 - Lexus has the Twitpic! Happy mother`s day to you Lexus.  I hopw it`s a nice one for you.,positive
28937,Healthy Wishes. I may just start saying that.,positive
28938," second wife, what?",neutral
28939, Fun times ~ that`s my friends beer!  here`s the pic`  http://yfrog.com/053agj,positive
28940,IM FEELIN RITE.. THE MOOD FLOR TWITTER AFTER DARK...,neutral
28942," No, that`s not right - I remember now.  You were in a fearless tweet - we were both seen as fearless.",neutral
28943, Do you have any idea when the (not so) patient fans will see some teaser pics of you all in costume?,neutral
28945, not having your lights on concerns me! Lol! Stay safe!,neutral
28946," thanks.  thing is so much of it is more design-art, which I hardly ever get a go at, therefore never get much better..",positive
28947, Haha...YAY!!! I`M CURED!!!!,positive
28949," Haha, you didn`t do anything wrong.",positive
28950,Headin 2 chilis Mr. Presidente`s callin my name! Then 2 the ice house,neutral
28951, especially if you`re with a vampire,neutral
28952,"What are some good places to eat in Los Angeles, want to try something different today",neutral
28953,finished proofing the wedding from March .. now just waiting for export and upload before I can share  Still have 2 more sessions to do!,neutral
28954,"All you moms, get ready to enjoy your much-deserved special day!",positive
28955,downloading the right/real speedracher now.,neutral
28956, good!  now let`s go get this done..... www.HennesseyBlack.com,positive
28957, Are they abusing your service? Manual follower management is a pain. I love the style.,neutral
28958, Whaat? That would seem to be a very powerful spell. Kind of tips the scale in their favor.,neutral
28959,_preet haha one of the many reasons I love you,positive
28960, The photos are AMAZING! What a GREAT subject & way to get people educated about Darfur! HUGS! U are an inspiring woman!,positive
28961,"Do you know what? I have a good little life, and I love it.",positive
28962,Heading back home with a win!,positive
28963," it really made my night. infact, it made my weekend! well done.",positive
28964," Yes, that does sound like a distinct advantage. Fortunately, I enjoy being female.",positive
28966,Cleaning up the kitchen &watching the Royals play,positive
28967,At tempe marketplace waiting to see Star Trek.,neutral
28968,"such a long day, heading to bed  . iloveyou <3",positive
28969,im joining twitter  lol,positive
28970," I`ve never been to Prague, but if i had the money, it`ll be in the 10 first cities I visit",positive
28971, do I discern a request for Hulu support? excellent idea!,positive
28973,"watching shark boy and lava girl! on disney channel. hanging out with sarah jane, micah, & rachel",neutral
28974,whats going on tonight?!?!?! lets partyyyyy!,positive
28975," Oh girl, get that baby going to bed at 7pm!",neutral
28976,"...OOOPS AGAIN, the reply button is the RIGHT of the msg...now I`ll stop spamming",negative
28977, this is very true about ! but you do have to admit it was pret-ty funny! im bout to go you tube it!  lol,positive
28978," DON`T PANIC! Hehe, it will be fine. Email it to me",neutral
28979,Welll my folkiesss(; im offf to dream land;work in the mornin;ugh;ewwy. Talkkk to me;but tomorrow  <3 lurvee ya`ll[;>,neutral
28981,Whew.... finally home after putting in some hours in the lab. Watching Catch Me if You Can and eating cheese and grapes. Good night,neutral
28982, get  the twilightguy on your show,neutral
28985, - Have you dissapeared to go on the Ellen Show?,neutral
28987,I should have know that 'extra hand' comment would cause trouble...  About to upload House Music and Beyond Vol. 3,negative
28989,Got into the show early. Jackson`s chillen. Lil shorty,neutral
28990,_writes i`ve been wanting it for 2 years LOL...that and a HD camcorder,neutral
28991, We do! Its been to long! I think i have next weekend open. When are you going to have the house warming party,neutral
